Region_Name,state_name,lat,lng,population,density,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Barton County, KS",Kansas,38.5245,-98.5369,618,731,3.3,3.2,4,4.4,4.4,4,3.5,3.5,3.3,5.6,6,5.2,4.5,4.1,3.6,4.2,4.5,3.6,3.2
"Barton County, MO",Missouri,37.5568,-94.6153,54,186,2.8,3.8,4.4,4.9,5.1,5.1,5.2,8.8,9.3,10.7,10.3,8.8,7.4,7.2,6.3,5.4,5.2,4.2,3.3
"Bartow County, GA",Georgia,34.3702,-84.9214,4849,205,3.7,4.4,5.6,5.3,5.3,5.8,4.9,4.9,7.1,12.1,12.2,11.5,9.9,8.7,7.2,5.9,5.1,4.6,3.7
"Bastrop County, TX",Texas,30.2819,-97.2448,732,70,3.4,4.6,6.3,6.7,5.8,5.1,4.6,4.1,4.9,7.9,8.2,7.9,6.7,6.2,4.9,3.9,3.7,3.5,3.3
"Bates County, MO",Missouri,38.071,-94.08,159,186,3.9,4.8,5.9,6.2,7.2,6.3,5.7,6.1,7.2,10.6,11,10.1,8.2,7.6,7.1,6.1,5.4,4.4,3.8
"Bath County, KY",Kentucky,38.1193,-83.6156,323,159,6.1,7.3,7.4,7.8,6.8,8.1,7.7,7.5,8.9,15.4,14.6,12.6,10.4,10.3,8.9,7.7,7.4,7.8,6.5
"Bath County, VA",Virginia,38.0013,-79.8239,801,55,2.7,3.8,4.5,4.6,3.7,3.6,3.3,3.2,4.1,6.2,7.5,6.3,5.8,5.3,4.5,4.1,3.7,3.3,2.7
"Baxter County, AR",Arkansas,36.2721,-92.2824,231,40,4.2,5.5,6.4,6.7,6.2,5.6,5.3,5.4,6,9.3,9.4,9.3,8.4,8,6.7,5.5,4.3,4.2,4.1
"Bay County, FL",Florida,30.2549,-85.9511,3764,580,4.7,5.3,5.9,5.3,4.5,3.6,3.1,3.7,5.7,9.2,10.5,10.2,8.7,7.3,6.4,5.5,4.8,4.1,3.9
"Bay County, MI",Michigan,43.5903,-83.8886,67059,1260,4.2,5.5,6.7,7.6,7.4,7.1,7.2,6.9,7.5,11.9,11.6,9.9,8.7,8.7,7.2,5.8,5.5,5.6,5
"Bayfield County, WI",Wisconsin,46.4354,-91.06,91,48,5.5,5.8,6.4,6.6,6.4,6.1,6.4,6.6,6.7,9.2,11.1,10.8,10.8,11,9.6,8.4,6.9,5.3,4.8
"Baylor County, TX",Texas,33.5955,-99.2579,2620,346,4.6,4.8,6.1,6,5.4,4.8,4.1,3.7,3.7,5.6,7.1,6,5.1,5.3,4.2,3.5,3.6,3.5,3.3
"Beadle County, SD",South Dakota,44.4338,-97.9885,115,305,2.4,3.3,3.8,4.2,3.9,4.4,3,2.5,2.5,3.7,4.2,3.8,3.5,3.6,3.1,2.7,2.6,2.9,2.7
"Bear Lake County, ID",Idaho,42.2273,-111.4032,517,57,4.9,4.7,5.2,5.7,4.8,4.1,3,2.3,3.3,6,7.4,6.1,5.6,5.2,4.6,4.6,4.5,3.2,2.9
"Beaufort County, NC",North Carolina,35.303,-76.7889,512,212,6,8.5,9.1,8.5,6.9,6.4,5.7,5.6,7.1,11.4,11.7,11.1,10.6,9.5,7.4,6.6,5.7,5.1,4.6
"Beaufort County, SC",South Carolina,32.4599,-80.7869,6572,609,3.2,3.9,4.1,4.9,5,4.9,4.8,4.4,5.3,8.7,8.7,8.7,7.6,6.4,5.7,5.5,4.8,4,3.4
"Beaver County, OK",Oklahoma,36.8517,-100.0552,87,133,2.4,2.6,3.4,3.8,3.4,3.3,2.7,2.7,2.1,3.5,4,3.6,3,3.4,2.8,2.8,3.2,2.6,2.1
"Beaver County, PA",Pennsylvania,40.7355,-80.3091,5785,2164,4.3,5.1,6.1,6.2,5.7,5.6,4.8,4.5,5.5,8.1,8.6,7.8,7.5,7.2,6.5,6.1,6.2,5.6,4.6
"Beaver County, UT",Utah,38.3945,-113.0123,1348,243,3.4,3.9,4.7,5.2,4.5,4.1,3.1,2.5,3.5,6.2,10,8,6.1,4.7,4,3.8,4.9,4.1,3.6
"Beaverhead County, MT",Montana,44.6384,-112.5919,228,160,4.3,3.4,3.7,3.8,3.9,3.6,3,2.8,4.1,5,6,6.1,5.4,4.7,3.7,3.4,3.3,3.2,3.2
"Becker County, MN",Minnesota,46.8066,-95.3526,56,69,5,5.3,5.5,6,5.8,5.4,5.1,5.7,6.8,8.6,7.9,7.1,5.8,5.5,4.8,4.4,4.5,4.2,3.6
"Beckham County, OK",Oklahoma,35.2974,-99.6284,4146,310,3.1,3.1,4.1,3.7,3.2,3.1,2.7,2.4,2.3,5.9,5.8,3.7,3,3.3,2.8,5.1,7.2,4,2.8
"Bedford County, PA",Pennsylvania,40.1599,-78.232,381,870,5.5,7.1,7.6,8.3,7.7,7.1,5.8,5.7,6.8,10.9,10.1,9.1,8.6,8.4,6.6,6.1,5.8,5.2,4.5
"Bedford County, TN",Tennessee,35.4523,-86.2582,148,233,4.5,5.1,5.4,6.8,5.3,5.4,5.2,4.8,6.8,12.2,12.6,11.2,9.8,9.2,7.5,6.4,5,3.9,3.8
"Bedford County, VA",Virginia,37.3866,-79.7253,400,63,2,3.3,4.7,4.2,3.9,3.5,3,3,3.7,6.8,7,6.5,6,5.7,5.1,4.4,4.1,3.9,3.1
"Bee County, TX",Texas,28.5277,-97.7831,114,32,5.9,6,7.1,8.1,7.6,7.1,6.3,5.9,6.1,9,8.9,8.6,7,6.6,5.8,6.2,7.5,6.4,5.2
"Belknap County, NH",New Hampshire,43.443,-71.5937,3076,418,2.4,3,3.9,3.9,3.5,3.4,3.3,3.6,4.1,6.7,6.4,5.5,5.4,5,4.2,3.3,2.8,2.6,2.6
"Bell County, KY",Kentucky,36.7537,-83.7087,1734,203,6.5,8.3,8.6,8.6,7,7.4,7.8,8,8.9,12,12.2,11.9,11.9,13.3,10,8.5,9.1,7.8,6.3
"Bell County, TX",Texas,31.0525,-97.479,21734,415,4.2,4.8,5.9,6.2,5.2,5,5,4.4,4.9,6.7,7.7,8,7.4,6.9,5.8,4.6,4.5,4.2,4.1
"Belmont County, OH",Ohio,40.0105,-80.8814,157,49,6.4,5.5,7,7,7.1,6.6,5.9,5.6,6.1,9.2,11.3,9.5,8.3,8.2,6.7,6.3,7.4,6.3,5.5
"Beltrami County, MN",Minnesota,47.5065,-94.997,294,43,4.7,4.6,4.9,5.5,5.8,5.3,5.2,6,6.9,8.7,8.2,8.2,7,6.2,5.3,4.9,5.2,4.9,4.2
"Ben Hill County, GA",Georgia,31.7135,-83.2515,11211,376,4.9,5.1,5.7,6.7,4.8,5.6,5.7,6.9,10.8,15.6,15.9,15.6,13.9,12.5,10,9,8.2,7.9,6
"Benewah County, ID",Idaho,47.3301,-116.8849,1024,313,11.1,10.5,11.2,11,9,7.7,7.8,6.2,10.1,15,13.6,13.3,12.2,10.1,8.1,6.7,5.9,5.6,4.5
"Bennett County, SD",South Dakota,43.2792,-101.9265,470,55,3.6,4,4.1,3.8,4,6.1,4.7,4.1,4,5.4,7.2,7.3,6.7,6.3,5.5,5.1,4,4.4,4.5
"Bennington County, VT",Vermont,42.8848,-73.2143,133,139,3,3.8,4.7,4.8,4,3.6,3.6,4.1,4.8,7.7,6.9,6.4,5.9,5.2,4.6,4.2,3.8,3.6,3.2
"Benson County, ND",North Dakota,48.2875,-99.4344,455,287,6,5.9,5.9,5.6,4.9,5.6,6,6.6,6.4,6,5.4,6.1,7,7.6,6.5,4.6,4,3.5,4.1
"Bent County, CO",Colorado,38.1063,-102.956,150,164,3.9,4.3,6.5,7.6,6.3,6.3,5.6,4.8,6.3,6.6,8.1,8.2,8.4,7.7,5.3,4,3.1,2.7,3
"Benton County, AR",Arkansas,36.4291,-94.3713,3304,83,2.8,3,3.2,3.6,3.6,3.2,3.3,3.7,4.2,6.4,6.6,6.5,6,5.6,4.6,3.8,2.9,2.9,2.8
"Benton County, IA",Iowa,41.9054,-92.1804,94,275,2.3,3.1,4.3,4.8,4.6,4.7,4,3.9,4.2,6.3,6.2,5.8,5.3,5.1,4.6,3.9,3.6,3.3,2.7
"Benton County, IN",Indiana,40.4882,-87.0857,1254,402,3,3.5,5.1,5.4,5.4,5.3,5,4.4,5.2,10,9.2,7.9,7.5,7.1,5.4,4.5,4.2,3.4,3.2
"Benton County, MN",Minnesota,45.7525,-94.2317,1345,91,3.5,4.3,5,5.4,5.3,4.7,4.4,5,6.1,8.5,8.7,7.5,6.4,5.9,5.1,4.4,4.4,4,3.5
"Benton County, MO",Missouri,38.2474,-93.371,2624,341,5.5,6.4,6.6,6.7,6.5,6.1,5.5,6,6.9,9.9,12.1,10.9,9.1,8.5,7.8,6.5,6.1,5.2,4.7
"Benton County, MS",Mississippi,34.8239,-89.2385,295,167,6.5,6.9,11.1,10.6,9.2,9.9,8.9,9.3,11,14.2,12.5,12.4,10.6,10.5,9.3,8,6.7,5.5,5.4
"Benton County, OR",Oregon,44.3307,-123.3625,128,61,3.8,4.5,5.3,5.8,5.4,4.9,4.7,4.1,4.7,8,7.1,6.4,6,5.7,5.1,4.2,3.9,3.3,3.1
"Benton County, TN",Tennessee,36.2325,-88.0854,520,287,7.3,7.1,7.3,9.6,8.3,8.3,7.1,6.1,8.8,13.9,12.3,11.4,9.8,9.8,8.8,7.7,7.1,5.4,5
"Benton County, WA",Washington,46.2826,-119.2937,56243,556,5.5,6.1,6.4,6.9,6.1,6,6.2,5.5,5.4,7.2,7.9,8.2,9.3,8.9,7.5,6.7,6.2,5.5,5.2
"Benzie County, MI",Michigan,44.5203,-85.8728,98,31,4.7,6.1,7,8,7.6,7.9,8,8.1,8.9,13.8,13.5,12.1,10.5,10.3,8.7,7,6.6,6.6,5.7
"Bergen County, NJ",New Jersey,40.8247,-74.0613,6314,617,3.2,3.7,5,5.1,4.1,3.7,3.9,3.5,4.4,7.8,8,7.7,7.7,6.8,5.4,4.7,4.2,3.9,3.5
"Berkeley County, SC",South Carolina,32.9922,-80.0052,42619,397,3.3,4.4,4.3,5.6,5.5,5.3,5.6,4.8,6.1,10.3,10,9.6,8.4,7,6,5.5,4.6,3.8,3.2
"Berkeley County, WV",West Virginia,39.3538,-78.0552,2999,405,3.6,3.8,4.7,4.7,4.3,4,4.2,4.1,4.7,8.5,8.6,7.7,6.7,5.6,5.5,4.9,4,3.7,4.1
"Berks County, PA",Pennsylvania,40.3711,-75.6306,942,689,3.9,4.8,6,5.9,5.3,4.9,4.4,4.3,5.4,8.7,8.7,7.9,7.7,7.1,5.5,4.9,5,4.6,4.2
"Berkshire County, MA",Massachusetts,42.6844,-73.1166,17477,246,2.9,3.5,4.5,5,4.7,4.4,4.5,4.5,5.3,7.7,8.7,7.8,7.3,7.4,6.6,5.4,4.5,4.4,4.1
"Bernalillo County, NM",New Mexico,35.0609,-106.4587,1801,130,4,4.2,4.9,5.2,5,4.7,3.8,3.6,4.4,7.5,7.7,7.2,6.8,6.5,6.2,5.9,5.8,5.5,4.4
"Berrien County, GA",Georgia,31.0729,-83.196,1068,359,4,4.1,4.1,3.4,3.7,4.2,4.1,4.4,7,13.1,13,12.5,10.2,9.5,8.5,7.2,6.1,5.1,4.1
"Berrien County, MI",Michigan,41.774,-86.7887,281,119,3.9,5.6,6.3,7.4,7.6,6.9,7.3,7,7.8,12.7,12,10.2,9,8.7,6.8,5.2,5,5,4.5
"Bertie County, NC",North Carolina,36.2015,-76.7663,183,268,7,7.9,8.1,7.3,7.7,7.1,6.5,5.6,7.6,10.9,11.8,12.1,11.4,10.1,7.9,7.2,6.6,6.1,5.1
"Bexar County, TX",Texas,29.5545,-98.3404,15820,1284,4,4.6,5.8,6.2,5.7,5.1,4.6,4.1,4.7,6.7,7.3,7.2,6.3,5.8,4.7,3.8,3.7,3.5,3.4
"Bibb County, AL",Alabama,32.9597,-87.1334,2680,109,5.3,6.7,7,6,5.5,4.5,4.2,4.1,5.8,13.2,11.4,10.5,8.5,7.9,7.2,6.6,6.5,4.4,4
"Bibb County, GA",Georgia,32.8065,-83.6974,152663,236,4.4,4.4,5.1,4.9,5.1,5.8,5.7,5.2,6.5,9.7,11.6,11.5,10.5,9.3,8,6.7,5.9,5.4,4.4
"Big Horn County, MT",Montana,45.6026,-107.4591,2118,111,9.8,11.8,10.5,11.6,9.6,9.2,6.9,6.7,8.3,9.5,11,12,12.1,14.1,10,6.7,7.3,13.4,9.4
"Big Horn County, WY",Wyoming,44.4471,-108.432,337,128,5.1,4.7,5.3,5,4.6,4.5,4.2,4.1,4,8.7,6.7,6.1,5.6,5.2,4.5,4.5,4.9,4.2,4.5
"Big Stone County, MN",Minnesota,45.5723,-96.294,27,33,4.3,4.3,4.3,4.7,4.9,4.6,4.3,4.8,5.5,5.8,6.5,6.4,5.2,5.4,4.5,4.4,4.8,4.4,3.7
"Billings County, ND",North Dakota,46.9128,-103.5251,132,139,2.6,2.2,2.8,2.9,2.4,2.8,2.5,2.5,2.1,2.4,3.3,3.9,3.5,3,2.9,3.2,3.2,3.3,3.2
"Bingham County, ID",Idaho,43.2235,-112.3755,955,160,4.4,4.8,4.6,4.7,4.5,3.7,3.7,2.7,4,6.6,7.2,7.2,6.4,5.9,4.6,4.2,3.5,3,2.7
"Black Hawk County, IA",Iowa,42.492,-92.3522,112060,424,2.8,3.4,4,4.6,4.6,4.4,3.9,3.7,4.1,6.1,6.2,5.8,5.4,5.1,4.9,4.6,4.6,3.8,2.9
"Blackford County, IN",Indiana,40.4537,-85.3736,5733,575,4.4,5.6,6.3,7.4,7.2,7.1,6.5,5.8,7.7,14.1,14.3,12.3,11.4,9.9,7.4,6,5.3,4,3.9
"Bladen County, NC",North Carolina,34.7332,-78.7903,140,290,6,8.6,9.7,8.4,7.1,7.4,6.4,6.2,7.7,12.2,13.3,13.4,12.7,11.5,9.4,8,6.9,6,5.4
"Blaine County, ID",Idaho,43.5141,-114.3,10875,813,3.6,3.4,4.1,4.4,3.7,2.9,2.7,2.4,4,8.4,9.6,8.7,7,5.7,4.5,3.6,3.2,2.6,2.3
"Blaine County, MT",Montana,48.0272,-108.5518,300,8,5.7,4.6,4.8,4.7,4.8,4.6,3.4,3.8,4.6,5.1,6.7,7.1,6.4,6.1,5.8,5,4.6,4.1,4.2
"Blaine County, NE",Nebraska,41.8272,-100.1046,104,176,3.4,2.5,3.3,3.3,3.5,4,3.1,4,5,5.3,5.1,5.4,5.4,5.3,4.4,4.5,4.4,4.3,4.7
"Blaine County, OK",Oklahoma,35.5927,-98.2913,1273,118,2.8,4.3,4.6,4.8,4.6,4.9,4.1,4.2,3.6,5.6,6.5,5.3,3.9,4,3.5,3.8,3.7,2.9,2.1
"Blair County, PA",Pennsylvania,40.5082,-78.4007,76096,1738,4.6,5.6,6,5.4,5.4,5.2,4.5,4.2,5.2,7.1,8,7.3,7.4,7,5.7,5.2,5.3,4.9,4.2
"Blanco County, TX",Texas,30.4298,-98.3609,176,29,3.1,3.7,4.8,4.9,4.4,4.1,3.8,3.2,3.6,5.2,6,5.7,5.2,4.7,3.7,3.1,3.1,2.7,2.6
"Bland County, VA",Virginia,37.1,-81.1161,430,80,5.2,5.7,5.3,5,4.6,4,3.8,3.8,4.7,7.4,8.6,7.4,7,6.8,6.1,5.7,5.3,4.4,3.4
"Bleckley County, GA",Georgia,32.3875,-83.3523,6024,402,4.3,5.2,5.7,5,5.9,7.5,5.9,5.2,7.3,9.9,12.5,13.3,12.6,14,11.2,8.5,7.9,6.9,5.8
"Bledsoe County, TN",Tennessee,35.6026,-85.1984,1623,256,4,4.8,5.7,7.5,7.4,7.9,6.5,5.8,8.4,14,13.2,11.3,10.4,10.5,9,7.9,6.9,5.9,5.8
"Blount County, AL",Alabama,33.8789,-86.8241,2383,158,3.5,3.6,5.4,4.6,4.2,3.6,3.2,3.2,4.7,10,9.8,8.7,6.9,6.3,6.1,5.4,5.4,4,3.5
"Blount County, TN",Tennessee,35.8328,-83.9357,855,103,3.5,4.2,4.2,4.5,4.2,4.7,4.4,3.9,6.2,9.9,9.1,8.2,7.1,7,6,5.2,4.4,3.5,3.3
"Blue Earth County, MN",Minnesota,43.9626,-94.1666,318,249,2.8,3,3.6,3.9,3.9,3.3,3.3,3.7,4.4,6.4,6.4,5.4,4.8,4.2,3.5,2.9,3.2,2.9,2.5
"Boise County, ID",Idaho,44.116,-115.9728,170,182,4.9,4.1,5,5.6,5.1,4.5,3.7,3.4,6,9,10.5,10.2,9.5,8.1,6.6,6.4,5.3,4.8,4.2
"Bolivar County, MS",Mississippi,34.09,-90.7206,191,74,7.2,7,9.9,8,8.2,9.1,8.2,8,8.5,10.6,11.4,11.2,10.6,10.7,9.6,7.9,7.2,6.4,6
"Bollinger County, MO",Missouri,37.3171,-90.0282,85,571,4.4,5.9,6.4,5.9,6,6.2,5.5,5.4,6.7,10.3,10.1,9,7,7.1,6.8,5.6,5.2,4.4,3.7
"Bon Homme County, SD",South Dakota,42.7822,-97.9816,31,5,2.6,3.5,3.3,3.5,3.6,3.9,4.1,3.8,3.5,5.4,4.2,5,3.9,3.2,2.8,2.7,2.7,3,2.7
"Bond County, IL",Illinois,39.029,-89.5247,325,336,4.1,4.8,5.5,6.2,6,5.4,4.9,5.1,6.6,9.9,10.1,9.3,8.9,8.7,6.6,5.3,5.1,4.3,4.1
"Bonner County, ID",Idaho,48.3091,-116.539,1107,146,7.7,8,8.1,7.8,6.2,5.1,4.7,3.9,6.7,11.1,12.9,12.3,10.5,8.8,7.2,6.1,5.4,4.5,4
"Bonneville County, ID",Idaho,43.5258,-111.9308,2282,852,3.4,3.6,3.8,3.7,3.5,3,2.7,2.2,3.6,6.4,7,6.9,6.3,5.4,4.2,3.5,3.2,2.7,2.4
"Boone County, AR",Arkansas,36.4128,-92.9068,268,162,4.2,5.3,5.7,5.8,5.9,5.1,4.9,5.1,5.5,7.5,7.8,8,7.6,7,6,4.9,3.7,3.4,3.6
"Boone County, IA",Iowa,41.9669,-93.8176,135,88,2.1,2.8,3.2,3.5,3.5,3.5,2.9,3.3,3.6,5.9,5.7,4.9,4.3,4.1,3.4,3.1,2.8,2.5,2.2
"Boone County, IL",Illinois,42.3524,-88.8693,4675,976,4.5,6.1,7.4,8,7.3,6.6,5.5,6.5,9.3,15.4,13.8,11.8,10.4,10.1,7.8,6.5,6.3,6.6,5.4
"Boone County, IN",Indiana,39.999,-86.2921,26710,192,2.2,2.8,3.8,4,4,4.1,3.7,3.5,4.3,7.7,7.6,6.7,6.1,5.7,4.4,3.7,3.4,2.8,2.7
"Boone County, KY",Kentucky,39.1067,-84.7277,9458,430,3,3.9,4.1,4.8,4.4,4.8,4.7,4.4,5.4,9,8.9,7.9,6.8,6.6,5.2,4.1,3.9,3.9,3.3
"Boone County, MO",Missouri,39.2105,-92.1342,4002,570,2.3,3,3.5,3.5,3.9,3.6,3.3,3.7,4.4,6.3,6.4,5.7,4.5,4.5,4.2,3.5,3.3,2.6,2.4
"Boone County, NE",Nebraska,41.6873,-97.9987,1613,608,2.5,3.1,3,3.2,3.2,3.4,2.6,2.4,2.6,3.4,3.5,3.7,3.1,3.2,2.6,2.5,2.6,2.5,2.3
"Boone County, WV",West Virginia,37.9963,-81.8202,432,169,6.8,5.1,7.6,6.3,5,4.6,4.7,4.7,3.9,7.7,8.8,8.1,10.4,9.5,9.3,9.7,9.1,6.3,6
"Borden County, TX",Texas,32.767,-101.4465,232,44,6.3,3.2,3.9,4.3,3.8,3.8,4.5,4,3.3,5.5,6.5,5.4,4.2,4,3.1,2.9,3.6,3.5,3.7
"Bosque County, TX",Texas,32.0562,-97.7507,843,244,4.2,4.9,6.3,6.7,5.7,5.1,4.9,4.2,4.5,7.8,8.8,8.3,7.2,6.5,5.2,4.5,4.3,4,3.7
"Botetourt County, VA",Virginia,37.3783,-79.8206,3134,198,1.8,2.7,3.7,3.6,3.4,3,2.6,2.6,3.3,6.3,6.5,5.9,5.5,5.2,4.9,4.2,3.7,3.6,2.7
"Bottineau County, ND",North Dakota,48.6046,-100.2934,162,133,3.8,3.3,4.5,4.8,4,4.1,3.7,3.6,3.3,3.8,4,3.8,3.4,3.9,3.4,4.4,4.7,3.3,3.4
"Boulder County, CO",Colorado,40.0726,-105.5136,155,104,2.4,3.7,5.6,5.6,4.8,4.4,3.7,3.3,4.2,6.1,7,6.5,6.2,5.5,4.1,3.2,2.6,2.4,2.8
"Boundary County, ID",Idaho,48.7247,-116.1954,750,192,7.8,9.4,8.9,9.1,7.2,8,7.7,6.3,8.8,13.6,13.5,11.6,9.5,8,6.1,5.6,5.3,4.8,4.4
"Bourbon County, KS",Kansas,37.8365,-94.882,142,379,3.7,3.8,4.8,4.8,5.7,5,3.9,4.4,4.9,7,9,9,7.7,6.5,5.3,4.8,4.8,4.5,4.2
"Bourbon County, KY",Kentucky,38.2016,-84.2719,12662,478,3.3,4.6,5.4,5.7,4.8,5.5,5,4.9,5.8,9.6,9.1,8.5,7.3,7,5.6,4.8,4.8,4.6,3.9
"Bowie County, TX",Texas,33.5076,-94.6167,1630,459,4.9,5.1,6.1,6.5,6,5.4,5.3,4.7,4.9,6.6,8.4,8.3,7.5,7.6,6.3,4.8,4.7,4.5,5
"Bowman County, ND",North Dakota,46.184,-103.3991,1659,401,2.1,2.1,2.4,2.3,2.4,2.4,2.2,2,2.1,3.1,2.6,2.2,1.9,2,1.8,1.9,2.1,1.7,2
"Box Butte County, NE",Nebraska,42.3213,-103.0753,781,443,3.9,4.4,4.7,4.7,4,4,3.1,3.2,3.7,6.6,5,4.2,4,3.9,3.1,3,3.6,3.3,2.8
"Box Elder County, UT",Utah,41.6124,-112.125,883,189,3.7,4.6,5.6,5.5,5,4.3,3.2,2.7,4,8,8.5,7.5,5.8,4.7,3.9,3.7,3.5,3.3,3
"Boyd County, KY",Kentucky,38.4189,-82.6024,1778,515,5.8,6.4,6.3,6.9,6.1,5.9,5.5,5.2,5.9,8.4,10.2,10.3,9.3,9.4,7.5,6.9,8.2,7.1,5.8
"Boyd County, NE",Nebraska,42.8313,-98.4668,230,166,3,3.5,3.5,3.1,3.2,3.6,3.2,3,3.3,3.9,3.9,3.8,3.9,3.5,3.2,2.6,3,3.3,3
"Boyle County, KY",Kentucky,37.642,-84.7769,19489,380,4,5.4,6.3,8.5,6.5,6.6,6.7,6,6.8,11.3,11.2,10.8,9,8.8,6.9,5.6,5,5,4.4
"Bracken County, KY",Kentucky,38.6818,-84.0666,628,514,3.5,4.7,5,6.1,5.7,6.3,5.7,6,7.2,11.2,11.4,10.7,9.4,9.8,7.9,6.3,6.1,5.8,4.8
"Bradford County, FL",Florida,29.9474,-82.1129,5593,288,3.8,4.6,4.5,4.1,4,3.2,2.8,3.5,5,8.1,9.9,9.1,7.6,6.3,5.6,4.8,4.3,3.6,3.3
"Bradford County, PA",Pennsylvania,41.6704,-76.2623,565,300,3.6,5,5.3,5.3,5.2,5,4.7,4.7,5.3,8.4,7.2,6.5,6.9,7.3,5.4,5.9,6.5,5.1,4.3
"Bradley County, AR",Arkansas,33.4472,-92.1714,781,279,6.5,7.3,7.5,7.3,7.7,7.9,7,6.1,7.3,9.7,10.8,12.5,11.1,9.8,8.4,6.1,5.2,4.7,4.4
"Bradley County, TN",Tennessee,35.1097,-84.9097,7882,213,3.5,4.1,4.8,5.2,5,5.3,5,4.5,6.4,9.5,9.4,8.9,7.4,7.1,6.1,5.2,4.5,3.7,3.6
"Branch County, MI",Michigan,41.9466,-84.9989,16595,432,3.9,5.5,6.1,6.9,7,7.1,7.6,7.4,8.3,14.1,12.6,10.5,8.9,8.4,6.6,5.1,4.8,4.7,3.9
"Brantley County, GA",Georgia,31.2065,-81.9814,1064,145,4.2,4.8,5.4,5.4,5,5.4,4.7,4.5,6.4,10.9,12.8,13.2,12,10.6,9.2,7.5,6.7,5.8,4.5
"Braxton County, WV",West Virginia,38.8579,-80.6539,490,178,7.4,6.3,7.6,7.4,6,6,5.5,5.5,5.2,8.3,11.1,11.1,10.8,10.3,9.5,9,8.8,7.4,6.6
"Brazoria County, TX",Texas,29.0455,-95.5673,4012,442,4.9,5,6.4,7.3,6.9,5.8,5,4.4,5.1,8.1,8.5,8,6.7,6.1,5.1,4.6,5.2,5.3,4.5
"Brazos County, TX",Texas,30.5852,-96.296,207308,858,3.7,3.8,4.4,4.8,4.3,4.2,4,3.6,3.9,5.5,6.3,6,5.3,4.9,4,3.3,3.5,3.1,2.9
"Breathitt County, KY",Kentucky,37.5589,-83.3782,2360,315,6.7,7.6,7.9,8.6,7.3,7.4,7.3,7,7.3,10.2,13.5,12.8,14.4,14.9,11.3,9.4,9.5,8.5,7.1
"Breckinridge County, KY",Kentucky,37.8312,-86.6304,1146,302,4.8,6.3,6.7,6.9,6.3,7,6.6,6,7.5,11.8,12.9,11.6,9.7,9.2,7.2,6,6.2,5.9,5.1
"Bremer County, IA",Iowa,42.669,-92.3342,1838,453,2.5,3.1,3.3,3.9,3.8,3.7,3.2,3.1,3.6,5.4,4.9,4.4,3.8,3.8,3.7,3.5,3.6,2.8,2.1
"Brevard County, FL",Florida,28.6928,-80.8468,5982,135,3.6,4.5,5.9,5.3,4.6,3.6,3.3,4.4,6.7,10.4,11.3,10.9,9.4,8.3,7,6,5.1,4.2,3.5
"Brewster County, TX",Texas,30.364,-103.6651,6175,487,3.9,4,4.8,4.8,4.3,3.8,3.4,3.3,3.7,5.1,5.5,5.6,5.1,5.6,4.6,3.9,3.8,3.5,3.4
"Briscoe County, TX",Texas,34.3674,-101.0555,382,203,3.6,4,5.1,6.3,6,5.4,4.7,4.2,4.3,5.1,6.2,6.1,5.5,5.6,4.2,3.8,4.3,4.3,4
"Bristol County, MA",Massachusetts,41.9726,-71.1854,2892,658,3.7,4.8,6.1,6.5,6.1,6,6.2,5.9,7.3,10.7,10.6,9.4,8.7,8.7,7.3,6.1,4.9,4.7,4.4
"Broadwater County, MT",Montana,46.4684,-111.6652,245,18,4.7,4.3,4,4.7,4.5,4.1,3.3,3.2,5.6,7.7,7.4,7.4,7.5,6.4,5.4,5.1,4.9,4.7,4
"Bronx County, NY",New York,40.8501,-73.8662,1455720,13202,7.1,7.3,9.7,10.6,9.2,7.6,6.6,6.8,7.6,12,12,11.9,12.4,11.8,9.8,7.8,7.1,6.2,5.6
"Brooke County, WV",West Virginia,40.2811,-80.6102,2589,1030,4.6,4.9,5.9,6.3,7.4,7.3,7.4,5.9,5.7,11,11.4,9.8,8.7,7.7,7.3,7.3,7,6.1,6.2
"Brookings County, SD",South Dakota,44.2834,-96.6854,691,538,2,2.7,2.8,3,3,3.1,2.4,2.2,2.4,3.8,4.7,4.4,3.9,3.4,3.2,2.9,2.8,3.2,2.9
"Brooks County, GA",Georgia,30.9433,-83.5003,540,120,4.7,4.7,4.6,3.4,3.5,4.3,4.1,4.3,5.7,8.6,9.6,10,9.2,8.3,7.2,6.1,5.2,4.5,3.8
"Brooks County, TX",Texas,27.22,-98.0645,23,8,6.7,5.9,7.6,8.1,7.4,6.8,6.2,5.3,5.2,9.3,12,10.6,8.7,9,7.7,9.9,11.8,8.2,6.5
"Broome County, NY",New York,42.1716,-75.8586,2934,462,3.7,4.3,5.8,5.8,5.4,4.9,4.6,4.4,5.6,8.1,8.7,8.6,8.7,7.8,6.6,6,5.4,5.6,5.1
"Broward County, FL",Florida,26.1593,-80.1395,12773,2503,3.7,4.7,6,5.5,4.7,3.7,3.1,3.6,5.6,9.1,10.1,9.4,8,6.8,5.9,5.1,4.5,3.9,3.3
"Brown County, IL",Illinois,39.9854,-90.7641,3879,669,3.2,3.2,3.5,4.3,4,3.8,3,2.7,3.8,4.5,7,6.2,6,6.2,4.2,3.6,3.3,2.8,2.6
